SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
CC(C)(C)S(=O)(=O)C[C@H](C1CCC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.91,,12.0,593.18,1,4,8,154.8775999999997,91.75,6.913600000000008
CC(C)(C)S(=O)(=O)C[C@H](CC(F)(F)F)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.07,,26.0,621.13,1,4,8,148.20859999999973,91.75,7.065900000000007
CC(C)(C)S(=O)(=O)C[C@H](CC(F)(F)F)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.01,,4.7,609.1,1,5,8,140.35759999999985,100.98000000000002,6.012200000000006
CC(C)(C)S(=O)(=O)NC1CCC(CC1)C(=O)NC2=NC=C(C=C2)C(F)(F)F,,,5.75,407.15,2,4,4,95.42320000000004,88.16,3.3156000000000008
CC(C)(C=NOC(=O)NC)SC,1.13,0.4809,0.7456,190.08,1,4,3,51.62670000000003,50.69,1.4698
CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,6.66,0.00107,50.5,539.76,2,2,2,99.1416,40.46,6.4737000000000045
CC(C)(C1=CC(=C(C(=C1)Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl,7.15,0.00598,18.7,363.96,2,2,2,88.38160000000002,40.46,6.037300000000003
CC(C)(C1=CC=C(C=C1)OC2=CC=C(C=C2)N)C3=CC=C(C=C3)OC4=CC=C(C=C4)N,6.36,2.48e-08,0.0,410.2,2,4,6,126.86880000000002,70.5,6.761500000000004
CC(C)(C1=CC=CC=C1)C2=CC(=C(C=C2)O)C(C)(C)C3=CC=CC=C3,6.07,,128.0,330.2,1,1,4,105.24680000000004,20.23,6.044000000000007
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)NC3=CC=C(C=C3)C(C)(C)C4=CC=CC=C4,9.25,3.09e-08,0.0,405.25,1,1,6,133.30669999999995,12.03,8.082000000000008
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O,3.69,0.0231,27.2,212.12,1,1,2,66.67680000000003,20.23,3.718100000000003
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC(Oc2cc(O)c(Cl)cc2Cl)C1,5.79,,107.0,512.16,3,4,9,141.4482999999999,76.78,6.842370000000006
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC(Oc2cc(O)cc(Cl)c2)C1,5.14,,116.0,478.2,3,4,9,136.43829999999997,76.78,6.188970000000007
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC(Oc2cc(O)ccc2F)C1,4.62,,159.0,462.23,3,4,9,131.3863,76.78,5.674670000000006
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC(Oc2ccc(Cl)c(O)c2)C1,5.14,,159.0,478.2,3,4,9,136.43829999999997,76.78,6.188970000000006
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC(Oc2cccc(O)c2F)C1,4.62,,68.0,462.23,3,4,9,131.38630000000003,76.78,5.674670000000006
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC(Oc2ccccc2O)C1,4.49,,64.0,444.24,3,4,9,131.42830000000004,76.78,5.535570000000005
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC(OCc2cccc(O)c2)C1,4.62,,34.0,458.26,3,4,10,135.58929999999998,76.78,5.673370000000006
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC[C@@H](Oc2cc(O)cc(F)c2)C1,5.01,,114.0,476.25,3,4,9,136.0033,76.78,6.064770000000006
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC[C@H](Oc2ccc(Cl)c(O)c2)C1,5.53,,107.0,492.22,3,4,9,141.0552999999999,76.78,6.579070000000006
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC[C@H](Oc2ccccc2)C1,5.17,,23.0,442.26,2,3,9,134.38049999999996,56.55,6.220070000000006
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC[C@H](Oc2ccccc2O)C1,4.88,,30.0,458.26,3,4,9,136.04529999999997,76.78,5.9256700000000055
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CCC(Oc2cccc(O)c2)CC1,5.27,,15.0,472.27,3,4,9,140.66229999999993,76.78,6.315770000000007
CC(C)(CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,3.42,0.016,5.88,397.08,3,8,6,100.32890000000002,96.95,3.421800000000001
CC(C)(CO)Oc1ccc(C(=N)O)c(O[C@@H]2CCN(C(=O)Cc3ccc(OC(F)(F)F)cc3)C[C@@H]2F)c1,3.39,,25.0,528.19,3,6,9,125.03030000000004,112.31000000000002,4.178770000000003
CC(C)(F)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.96,0.007,19.0,397.21,2,3,5,112.73760000000006,60.77000000000001,4.964200000000004
CC(C)[C@@H](C(=O)N[C@H]1CC2=CC=CC=C2[C@H]3CCC[C@H](N3C1=O)C(=O)O)SC(=O)C,2.47,0.319,5.55,432.17,2,5,5,113.83650000000009,103.78,2.5386
CC(C)[C@@H](C1=CC=C(C=C1)Cl)C(=O)NC2=NC=CS2,,,12.02,294.06,1,3,4,79.77470000000004,41.99,4.174800000000003
CC(C)[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.98,,7.3,594.17,1,4,10,153.4065999999997,94.99,5.980200000000006
CC(C)[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.77,,7.9,581.18,1,4,8,152.3745999999997,91.75,6.769500000000007
CC(C)[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.72,,1.7,569.14,1,5,8,144.52359999999985,100.98000000000002,5.715800000000005
CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.38,,6.3,567.16,1,4,9,147.75759999999977,91.75,6.379400000000007
CC(C)[C@@H](CS(=O)(=O)N1CCCC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.98,,10.0,594.17,1,4,9,153.4285999999997,94.99,5.981800000000006
CC(C)[C@@H](CS(C)(=O)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.6,,11.0,539.13,1,4,8,138.5455999999999,91.75,5.600800000000005
CC(C)C(=O)N(Cc1ccc(Cl)c(Cl)c1Cl)[C@H]1CCNC1,3.99,,8.8,348.06,1,2,4,88.13470000000004,32.34,3.993300000000003
CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1,3.34,,4.8,314.1,1,2,4,83.12470000000005,32.34,3.339900000000001
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1,3.34,,2.7,314.1,1,2,4,83.12470000000005,32.34,3.339900000000002
CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,3.35,0.03758,30.38,276.07,1,3,3,61.566100000000006,72.24,3.2081000000000017
CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C,4.78,9.42e-07,9.95,286.21,0,4,7,79.13400000000006,52.6,3.4356000000000027
CC(C)C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=CC=CC=C3,,,20.42,389.13,3,8,8,109.5769,96.95,3.779700000000002
CC(C)C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CC=C3,,,13.49,390.12,3,7,8,107.99020000000002,90.9,3.490800000000001
CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,0.73,0.4548,0.0,305.14,2,5,5,79.83200000000004,100.88,1.2173
CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C,0.22,0.9231,0.3874,261.11,2,4,3,69.11900000000003,91.65,1.0709000000000002
CC(C)C1(C(=O)NC(=N1)C2=NC3=CC=CC=C3C=C2C(=O)O)C,1.86,0.1513,2.457,311.13,2,4,3,86.62500000000006,91.65,2.224100000000001
CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C(C2=O)C=C(C=C3)O,4.28,0.0415,47.0,323.15,1,3,3,93.86680000000004,57.61,4.439600000000005
CC(C)C1=C(C=C(C=C1)C(=O)N=C(N)N)S(=O)(=O)C.CS(=O)(=O)O,1.03,0.451,0.0,379.09,3,5,3,91.25370000000004,169.97999999999996,0.1311000000000017
CC(C)C1=CC(=C(C=C1O)O)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C,1.91,0.36,23.44,409.24,2,5,4,116.65410000000006,67.25,3.124600000000001
CC(C)C1=CC(=CC=C1)C(C)C,4.12,0.01237,7.788,162.14,0,0,2,54.62000000000005,0.0,3.9334000000000033
CC(C)C1=CC(=CC=C1)O,3.01,0.14,19.9,136.09,1,1,1,42.19580000000002,20.23,2.5156000000000014
CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,2.69,0.258,0.0,206.14,1,1,2,63.23670000000004,32.34,2.903500000000001
CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,4.21,0.0132,101.0,333.16,1,4,5,91.17980000000004,50.94,3.587500000000003
CC(C)C1N(CCO1)CCOC(=O)NCCCCCCNC(=O)OCCN2CCOC2C(C)C,2.36,,0.5757,486.34,2,8,15,129.47140000000005,101.6,2.627800000000001
CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2,3.89,0.01139,41.5,396.09,0,5,5,87.93950000000001,51.55,4.516500000000004
CC(C)CC1=C(C(=NC(=C1C(=O)SC)C(F)(F)F)C(F)F)C(=O)SC,4.75,0.0,13.25,401.05,0,5,5,88.42900000000002,47.03,5.242900000000003
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,5.26,0.0051,40.0,388.22,2,2,5,117.96350000000008,56.33,5.257700000000004
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@@]1(C)c1ccc(/C=C/C(=O)O)cc1,4.66,0.015,18.0,379.21,2,3,5,112.38260000000008,60.77,4.656100000000004
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,4.48,0.07,33.0,365.2,2,3,5,107.77160000000006,60.77,4.482000000000004
CC(C)CN1[C@H](C)Cc2ccccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,4.78,0.021,45.0,349.2,1,2,5,106.10680000000008,40.540000000000006,4.776400000000004
CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,5.15,0.005,33.0,415.2,2,3,5,112.30460000000004,60.77000000000001,5.150300000000005
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.87,0.035,6.0,379.21,2,3,5,112.38860000000004,60.77000000000001,4.872100000000004
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,2.7,,6.0,480.18,2,7,5,133.79599999999996,100.33,2.696600000000001
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.23,,17.0,509.16,1,7,5,126.94130000000004,84.54,3.2341000000000024
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)[C@@H]3CC[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.71,,31.0,544.13,1,8,6,131.2456,98.37,3.714400000000003
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.78,,82.0,545.13,1,8,6,129.7966,101.61,2.782600000000002
CC(C)Cn1c(=O)n(C)c(=O)c2c(S[C@@H]3CCC[C@H]3O)c(Cc3ccccc3C(F)(F)F)sc21,5.03,,11.0,512.14,1,7,6,129.91680000000002,64.23,5.032800000000006
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3C[C@H](O)[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,4.0,,82.0,528.14,2,8,6,131.30659999999995,84.46000000000001,4.003600000000003
CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c1ccc(/C=C/C(=O)O)cc1,4.27,0.009,40.0,365.2,2,3,5,107.78760000000008,60.77,4.267600000000003
CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,4.11,0.000435,345.0,278.15,0,4,6,76.68300000000005,52.60000000000001,3.3122000000000025
CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,5.24,0.001,2.0,366.27,0,3,10,114.18600000000008,15.71,4.830200000000005
CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl,4.6,0.0,2.891,303.0,0,2,4,74.55000000000003,20.31,4.843900000000003
CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,3.2,0.1375,29.0,363.07,0,5,5,79.42800000000004,55.32000000000001,3.516400000000002
CC(C)N(C1=CC=CC=C1)C(=O)CCl,2.18,0.345,69.7,211.08,0,1,3,59.78400000000004,20.31,2.666800000000001
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,3.0,0.2267,9.846,233.18,0,1,3,71.58300000000006,20.31,3.4697000000000022
CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,2.58,0.16,0.456,339.23,1,3,8,102.24840000000006,59.22,3.361900000000001
CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,4.3,0.0003605,18.47,305.16,0,3,2,90.93800000000006,35.91,4.182200000000004
CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,2.34,0.02147,0.0,240.06,1,3,1,60.29000000000003,66.48,1.2074999999999998
CC(C)n1nc(-c2c[nH]c(=N)nc2-c2ccccc2)ccc1=O,2.53,0.228,10.0,307.14,2,5,3,87.75440000000003,87.41999999999999,2.3607700000000005
CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl,3.0,0.0,11.7,329.03,1,3,2,79.71770000000004,69.72,2.880000000000001
CC(C)NC1=C2C(=C(C=C1)NC(C)C)C(=O)C3=CC=CC=C3C2=O,3.46,0.00728,0.0,322.17,2,4,4,97.26640000000005,58.2,4.1026000000000025
CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,2.93,0.03651,14.6,229.11,2,5,4,62.35440000000003,62.73,2.1655999999999995
CC(C)NC1=NC(=NC(=N1)N)Cl,1.51,0.486,0.0,187.06,2,5,2,48.008100000000006,76.72,0.9275
CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,2.99,0.0289,8.17,225.16,2,6,5,63.89640000000004,71.96000000000001,1.5208
CC(C)NC1=NC(=NC(=N1)SC)NC(C)C,3.51,0.0,35.78,241.14,2,6,5,69.12540000000003,62.73,2.2341
CC(C)NCC(COC1=CC=CC=C1CC=C)O,3.1,1.0,22.98,249.17,2,3,8,74.98350000000003,41.49,2.1528000000000005
CC(C)OC(=O)N1CCN(c2ccc(N=C(O)c3oc(N4CCCCC4)nc3C(F)(F)F)cn2)CC1,4.0,,24.2,510.22,1,8,5,126.03480000000006,107.53,4.382000000000003
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,3.51,0.0833,78.1,213.06,1,2,2,56.691700000000026,38.33,3.2969000000000017
CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC,3.17,0.836,41.15,300.15,2,4,5,86.80540000000005,59.59,3.8237000000000014
CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,4.8,0.00364,0.0,344.07,0,5,3,86.58400000000003,57.260000000000005,4.217000000000004
CC(C)OC1=C(C=CC(=C1)C2=CC=CC3=C2OC(=CC3=O)N4CCOCC4)NC(=O)CN5CCOCC5,,,87.1,507.24,1,8,7,142.60469999999992,93.48,3.3545000000000016
CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,4.75,,0.9947,562.33,1,8,10,161.50369999999967,92.29,5.034500000000005
CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F,3.7,0.01882,14.17,323.11,1,2,4,81.60320000000003,38.33,4.744900000000003
CC(C)OC1=CC=CC=C1OC(=O)NC,1.52,0.2159,6.899,209.11,1,3,3,57.28970000000004,47.56,2.192
CC(C)OP(=O)(C)OC(C)C,1.03,0.9727,0.0,180.09,0,3,4,45.972500000000025,35.53,2.659300000000001
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,4.21,0.006078,250.3,397.06,1,6,10,100.81550000000004,64.63,3.7726000000000015
CC(C)S(=O)(=O)C[C@@H](N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1)C(C)(C)C,6.77,,6.3,581.18,1,4,8,152.37459999999973,91.75,6.769500000000007
CC(C)S(=O)(=O)C[C@H](C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.74,,4.1,539.13,1,4,8,138.59359999999987,91.75,5.743300000000005
CC(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.13,,20.0,565.15,1,4,9,145.6435999999998,91.75,6.133400000000006
CC(C)S(=O)(=O)C[C@H](C1CCC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.52,,20.0,579.16,1,4,9,150.26059999999973,91.75,6.523500000000007
CC(C1=C(C(=CC(=C1)C(C)(C)C)C(C)(C)C)O)C2=C(C(=CC(=C2)C(C)(C)C)C(C)(C)C)O,8.7,,0.383,438.35,2,2,2,138.53059999999996,40.46,8.439600000000006
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,4.16,0.01,5.94,244.09,1,1,3,67.88680000000002,37.3,3.6808000000000014
CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,3.3,0.0141,30.8,306.13,3,3,3,89.87640000000003,60.69,4.157700000000003
CC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,3.24,,119.0,214.1,2,2,2,63.73060000000004,40.46,3.2496000000000023
CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,2.9,0.1086,1.538,291.11,1,4,5,77.25880000000004,50.94,2.865400000000001
CC(CCC(=O)O)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,3.46,0.163,0.0,286.12,3,3,5,79.53740000000003,77.76,3.2686000000000024
CC(CCl)Cl,1.99,0.5441,57.19,111.98,0,0,1,26.03499999999999,0.0,1.8525
CC(CCNCC12CC3CC(CC(C3)C1)C2)N=c1c(F)c[nH]c2cc(Cl)ccc12,6.02,,8.9,415.22,2,2,6,116.38340000000004,40.18,5.445700000000005
CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O,0.26,,0.0,292.24,4,6,11,79.60320000000004,87.4,-0.8863999999999979
CC(CN/C=C/1\C=CC=CC1=O)N/C=C/2\C=CC=CC2=O,3.07,,59.17,282.14,2,4,5,83.34040000000002,58.2,1.7121
CC(CO)(CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,,,4.92,413.08,4,9,7,101.7407,117.18,2.3942000000000005
CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3,4.2,0.000907,16.86,321.14,0,4,7,92.78000000000004,40.58,4.720200000000004
CC(O)=Nc1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,3.65,,6.1,448.16,2,5,6,117.48860000000003,74.52000000000001,4.296400000000004
CC(O)=Nc1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,3.13,,9.3,432.19,2,5,6,112.43660000000006,74.52000000000001,3.7821000000000033
CC(O)=Nc1ccccc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,3.51,,2.5,430.17,2,5,6,117.53060000000004,74.52000000000001,4.157300000000004
CC(O)=Nc1ccccc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,2.99,,11.0,414.2,2,5,6,112.47860000000006,74.52000000000001,3.6430000000000025
CC(O)=Nc1nc(C)c(-c2cc3c(c(NS(C)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,3.2,0.01,3.4,448.12,2,6,6,118.21080000000003,111.96,3.852220000000004
CC(O)=Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,3.23,0.12,0.4,433.11,1,6,5,112.85410000000005,99.93,3.884220000000004
CC/C(=C(\C1=CC=C(C=C1)/C=C/C(=O)O)/C2=CC=C(C=C2)O)/C3=CC=CC=C3,,,54.95,370.16,2,2,6,113.86760000000002,57.53,5.859100000000005
CC/C(=C\C(=N/O)\C(=O)N)/C(C)[N+](=O)[O-],0.11,3.07e-06,21.2,215.09,2,5,5,53.24630000000001,118.82000000000002,0.3035000000000002
CC[C@@]1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,1.69,,1.4,218.11,1,2,2,59.712700000000034,49.41,1.4735000000000005
CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,4.65,0.02,0.000936,350.2,0,4,3,102.82000000000006,34.47,4.148300000000003
CC[C@@H](c1ccccn1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.08,,7.0,510.15,1,3,7,137.4777999999999,70.5,7.077900000000007
CC[C@@H](CN(C)S(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.37,,17.0,596.19,1,4,9,155.59059999999968,94.99,6.370300000000007
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.73,,14.0,580.16,1,4,10,148.85959999999977,94.99,5.734200000000006
CC[C@@H](CN(c1ccc(F)cc1)S(=O)(=O)C1CC1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.39,,7.0,648.13,1,5,11,162.1245999999996,104.22,6.394400000000007
CC[C@@H](CN(c1ccc(F)cc1F)S(=O)(=O)C1CC1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.53,,4.8,666.12,1,5,11,162.08259999999962,104.22,6.533500000000006
CC[C@@H](CN(c1ccccc1)S(=O)(=O)C1CC1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.26,,3.3,630.14,1,5,11,162.1665999999996,104.22,6.255300000000007
CC[C@@H](CN(c1ccccc1F)S(=O)(=O)C(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.64,,15.0,650.14,1,5,11,164.23859999999956,104.22,6.640400000000008
CC[C@@H](CN(c1ccccc1F)S(C)(=O)=O)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.86,,4.7,622.11,1,5,10,155.02659999999966,104.22,5.861800000000006
CC[C@@H](CNS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.03,,17.0,582.17,2,4,9,150.96329999999972,103.78000000000002,6.028100000000005
CC[C@@H](CNS(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.39,,14.0,566.14,2,4,10,144.2322999999998,103.78000000000002,5.392000000000004
CC[C@@H](CNS(C)(=O)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,4.86,,11.0,540.13,2,4,9,137.1342999999999,103.78000000000002,4.859400000000005
CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.52,,11.0,567.16,1,4,8,147.82759999999976,91.75,6.523500000000007
CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.47,,1.9,555.12,1,5,8,139.97659999999985,100.98000000000002,5.469800000000005
CC[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,6.13,,11.0,553.15,1,4,9,143.21059999999983,91.75,6.133400000000006
CC[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.08,,2.1,541.11,1,5,9,135.35959999999992,100.98000000000002,5.079700000000004
CC[C@@H](CS(=O)(=O)C1CCCC1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.61,,12.0,567.12,1,5,9,142.47959999999986,100.98000000000002,5.6139000000000046
CC[C@@H](CS(=O)(=O)c1ccccc1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.73,,10.0,575.09,1,5,9,144.93159999999978,100.98000000000002,5.730400000000006
CC[C@@H](CS(=O)(=O)C1COC1)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,4.07,,6.6,555.09,1,6,9,134.83059999999992,110.21,4.070100000000003
CC[C@@H](CS(=O)(=O)CC(C)(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,5.72,,8.6,569.14,1,5,9,144.54559999999984,100.98000000000002,5.717400000000006
